product_sku,total_ordered,product_name,stock_level,restocking_lead_time,sentiment_score,sentiment_magnitude,ratio
9182772,0, Women's Performance Full Zip Jacket Black,0,14,0.3,0.5,
9183118,0, Women's Fleece Hoodie Black,0,6,0.3,0.5,
9183203,0, Device Holder Sticky Pad,0,8,0.3,0.5,
9183234,0, Learning Thermostat 3rd Gen-USA - Stainless Steel,0,8,0.2,0.5,
9182778,0, Women's Softshell Jacket Black/Grey,0,13,0.6,1,
9182780,0, Women's Shell Jacket Blue/Black,0,16,0.6,1,
9182980,0, Pet Feeding Mat,0,8,0.6,1,
9180757,0,Yoga Block,0,13,0.1,0.3,
9181573,0, Snapback Hat Black,0,12,0.1,0.3,
9181019,0, Tri-blend Hoodie Grey,0,19,0.1,0.3,
9182739,0, Men's Watershed Full Zip Hoodie Grey,0,14,0.2,0.3,
9182569,0, Men's  Zip Hoodie,0,10,0.4,0.6,
9182743,0, Men's Microfiber 1/4 Zip Pullover Blue/Indigo,0,7,0.4,0.6,
9182771,0, Women's 1/4 Zip Jacket Charcoal,0,6,0.4,0.6,
9182751,0, Men's Performance Full Zip Jacket Black,0,14,0.3,0.6,
9182737,0, Women's 3/4 Sleeve Baseball Raglan Heather/Black,0,17,0.4,0.6,
9182502,0, Women's Yoga Jacket Black,0,10,0.8,1.2,
9182785,0, Women's Lightweight Microfleece Jacket,0,8,0.8,1.2,
9184734,0, Learning Thermostat 3rd Gen-USA - Copper,0,19,0.7,1.2,
9180905,0, Men's Long Sleeve Raglan Ocean Blue,0,13,0.8,1.2,
9182742,0, Men's Convertible Vest-Jacket Pewter,0,17,0.8,1.2,
9183186,0, G Noise-reducing Bluetooth Headphones,0,11,0.8,1.2,
9181150,0,Gift Card - $250.00,0,12,0.4,0.7,
9180782,0,Seat Pack Organizer,0,7,0.4,0.7,
9182559,0,Android Men's Vintage Henley,0,12,0.4,0.7,
9183226,0,Android Luggage Tag,0,7,0.4,0.7,
9183228,0, Cam Indoor Security Camera - USA,0,10,0.4,0.7,
9182752,0, Men's Short Sleeve Performance Badge Tee Charcoal,0,19,0.4,0.7,
9182383,0, Men's Watershed Full Zip Hoodie Grey,0,7,0.9,1.4,
GGOEGAAX0349,0,Android BTTF Moonshot Graphic Tee,0,15,0.5,1.4,
GGOEWXXX0827,0, Women's Short Sleeve Tee,0,14,0.7,1.9,
GGOEGAAX0598,0, Men's Convertible Vest-Jacket Pewter,0,17,0.2,1.9,
9184676,0,UpCycled Handlebar Bag,0,7,0,0.1,
9180808,0,Basecamp Explorer Powerbank Flashlight,0,5,0,0.1,
